series_id,surface
663,concrete
664,wood
665,tiled
666,fine_concrete
667,concrete
668,soft_tiles
669,carpet
670,soft_pvc
671,fine_concrete
672,tiled
673,hard_tiles
674,carpet
675,carpet
676,wood
677,concrete
678,soft_pvc
679,wood
680,soft_pvc
681,carpet
682,wood
683,soft_pvc
684,fine_concrete
685,soft_pvc
686,carpet
687,tiled
688,wood
689,wood
690,tiled
691,soft_pvc
692,wood
693,wood
694,wood
695,wood
696,soft_tiles
697,wood
698,concrete
699,fine_concrete
700,wood
701,concrete
702,soft_pvc
703,tiled
704,tiled
705,soft_pvc
706,hard_tiles_large_space
707,soft_pvc
708,concrete
709,concrete
710,wood
711,tiled
712,hard_tiles_large_space
713,wood
714,carpet
715,hard_tiles_large_space
716,wood
717,soft_pvc
718,tiled
719,soft_pvc
720,soft_tiles
721,wood
722,hard_tiles_large_space
723,concrete
724,soft_tiles
725,concrete
726,concrete
727,wood
728,concrete
729,concrete
730,tiled
731,hard_tiles_large_space
732,concrete
733,concrete
734,fine_concrete
735,concrete
736,wood
737,hard_tiles_large_space
738,soft_pvc
739,concrete
740,carpet
741,wood
742,concrete
743,tiled
744,wood
745,soft_pvc
746,concrete
747,concrete
748,carpet
749,soft_pvc
750,soft_pvc
751,soft_tiles
752,soft_pvc
753,concrete
754,wood
755,hard_tiles_large_space
756,soft_pvc
757,soft_tiles
758,soft_pvc
759,soft_pvc
760,fine_concrete
761,carpet
762,concrete
763,soft_pvc
764,tiled
765,wood
766,soft_pvc
767,concrete
768,soft_pvc
769,soft_pvc
770,soft_pvc
771,concrete
772,hard_tiles_large_space
773,concrete
774,wood
775,wood
776,concrete
777,wood
778,concrete
779,concrete
780,soft_pvc
781,concrete
782,wood
783,hard_tiles_large_space
784,soft_tiles
785,hard_tiles_large_space
786,tiled
787,fine_concrete
788,carpet
789,wood
790,hard_tiles_large_space
791,wood
792,wood
793,wood
794,tiled
795,concrete
796,soft_pvc
797,soft_pvc
798,wood
799,concrete
800,wood
801,concrete
802,hard_tiles_large_space
803,carpet
804,concrete
805,fine_concrete
806,soft_pvc
807,hard_tiles_large_space
808,tiled
809,concrete
810,soft_pvc
811,concrete
812,soft_tiles
813,concrete
814,wood
815,soft_pvc
816,soft_tiles
817,soft_tiles
818,concrete
819,tiled
820,wood
821,hard_tiles_large_space
822,concrete
823,soft_pvc
824,concrete
825,soft_pvc
826,wood
827,hard_tiles_large_space
828,wood
829,hard_tiles
830,fine_concrete
831,concrete
832,concrete
833,fine_concrete
834,wood
835,soft_pvc
836,soft_pvc
837,soft_pvc
838,wood
839,concrete
840,fine_concrete
841,hard_tiles
842,tiled
843,fine_concrete
844,soft_pvc
845,fine_concrete
846,tiled
847,concrete
848,tiled
849,hard_tiles_large_space
850,wood
851,soft_pvc
852,hard_tiles_large_space
853,concrete
854,concrete
855,concrete
856,fine_concrete
857,carpet
858,soft_pvc
859,fine_concrete
860,fine_concrete
861,soft_tiles
862,soft_tiles
863,hard_tiles_large_space
864,tiled
865,carpet
866,carpet
867,soft_tiles
868,fine_concrete
869,hard_tiles_large_space
870,soft_tiles
871,soft_pvc
872,tiled
873,tiled
874,hard_tiles_large_space
875,carpet
876,tiled
877,soft_pvc
878,tiled
879,wood
880,wood
881,soft_pvc
882,carpet
883,soft_tiles
884,soft_tiles
885,hard_tiles_large_space
886,concrete
887,tiled
888,fine_concrete
889,soft_pvc
890,fine_concrete
891,concrete
892,fine_concrete
893,concrete
894,wood
895,tiled
896,wood
897,concrete
898,tiled
899,soft_pvc
900,wood
901,soft_pvc
902,soft_pvc
903,wood
904,tiled
905,hard_tiles_large_space
906,fine_concrete
907,wood
908,wood
909,fine_concrete
910,concrete
911,concrete
912,concrete
913,wood
914,fine_concrete
915,soft_pvc
916,carpet
917,tiled
918,concrete
919,soft_tiles
920,soft_pvc
921,wood
922,hard_tiles_large_space
923,hard_tiles_large_space
924,fine_concrete
925,carpet
926,concrete
927,hard_tiles_large_space
928,wood
929,tiled
930,tiled
931,tiled
932,concrete
933,concrete
934,carpet
935,concrete
936,soft_pvc
937,soft_pvc
938,soft_pvc
939,wood
940,concrete
941,tiled
942,concrete
943,wood
944,hard_tiles_large_space
945,wood
946,wood
947,soft_tiles
948,tiled
949,concrete
950,concrete
951,soft_pvc
952,concrete
953,tiled
954,concrete
955,tiled
956,wood
957,carpet
958,soft_tiles
959,tiled
960,wood
961,soft_pvc
962,tiled
963,soft_pvc
964,tiled
965,wood
966,concrete
967,soft_pvc
968,hard_tiles_large_space
969,soft_pvc
970,concrete
971,soft_pvc
972,wood
973,concrete
974,carpet
975,wood
976,concrete
977,fine_concrete
978,fine_concrete
979,fine_concrete
980,soft_pvc
981,wood
982,wood
983,concrete
984,concrete
985,hard_tiles_large_space
986,wood
987,wood
988,carpet
989,soft_pvc
990,wood
991,soft_tiles
992,fine_concrete
993,tiled
994,concrete
995,wood
996,concrete
997,wood
998,hard_tiles_large_space
999,concrete
1000,fine_concrete
1001,tiled
1002,concrete
1003,hard_tiles_large_space
1004,soft_pvc
1005,soft_pvc
1006,tiled
1007,wood
1008,tiled
1009,tiled
1010,carpet
1011,concrete
1012,carpet
1013,soft_pvc
1014,concrete
1015,tiled
1016,tiled
1017,concrete
1018,wood
1019,wood
1020,wood
1021,hard_tiles_large_space
1022,hard_tiles_large_space
1023,concrete
1024,tiled
1025,carpet
1026,soft_pvc
1027,soft_tiles
1028,concrete
1029,wood
1030,hard_tiles_large_space
1031,hard_tiles_large_space
1032,tiled
1033,soft_pvc
1034,hard_tiles_large_space
1035,carpet
1036,carpet
1037,carpet
1038,soft_pvc
1039,concrete
1040,soft_pvc
1041,soft_pvc
1042,concrete
1043,soft_pvc
1044,wood
1045,concrete
1046,tiled
1047,concrete
1048,concrete
1049,wood
1050,tiled
1051,soft_pvc
1052,carpet
1053,fine_concrete
1054,soft_pvc
1055,soft_tiles
1056,concrete
1057,fine_concrete
1058,concrete
1059,soft_pvc
1060,soft_pvc
1061,soft_pvc
1062,hard_tiles_large_space
1063,hard_tiles_large_space
1064,wood
1065,soft_tiles
1066,tiled
1067,tiled
1068,carpet
1069,concrete
1070,hard_tiles_large_space
1071,soft_pvc
1072,wood
1073,concrete
1074,wood
1075,carpet
1076,soft_pvc
1077,concrete
1078,soft_pvc
1079,soft_tiles
1080,tiled
1081,hard_tiles_large_space
1082,concrete
1083,fine_concrete
1084,concrete
1085,tiled
1086,carpet
1087,concrete
1088,wood
1089,soft_pvc
1090,tiled
1091,tiled
1092,tiled
1093,tiled
1094,tiled
1095,concrete
1096,wood
1097,fine_concrete
1098,wood
1099,concrete
1100,soft_pvc
1101,soft_pvc
1102,soft_tiles
1103,wood
1104,concrete
1105,concrete
1106,wood
1107,soft_pvc
1108,wood
1109,carpet
1110,soft_tiles
1111,soft_tiles
1112,wood
1113,hard_tiles_large_space
1114,soft_tiles
1115,wood
1116,soft_pvc
1117,soft_pvc
1118,fine_concrete
1119,concrete
1120,fine_concrete
1121,soft_pvc
1122,fine_concrete
1123,soft_pvc
1124,tiled
1125,soft_pvc
1126,concrete
1127,hard_tiles_large_space
1128,soft_tiles
1129,concrete
1130,wood
1131,soft_pvc
1132,concrete
1133,fine_concrete
1134,wood
1135,soft_pvc
1136,concrete
1137,wood
1138,fine_concrete
1139,concrete
1140,carpet
1141,hard_tiles_large_space
1142,tiled
1143,carpet
1144,soft_pvc
1145,soft_pvc
1146,concrete
1147,concrete
1148,concrete
1149,carpet
1150,carpet
1151,concrete
1152,soft_pvc
1153,soft_tiles
1154,soft_pvc
1155,concrete
1156,concrete
1157,tiled
1158,concrete
1159,wood
1160,concrete
1161,concrete
1162,concrete
1163,concrete
1164,fine_concrete
1165,wood
1166,fine_concrete
1167,hard_tiles
1168,soft_pvc
1169,wood
1170,hard_tiles_large_space
1171,wood
1172,hard_tiles_large_space
1173,wood
1174,soft_pvc
1175,carpet
1176,hard_tiles_large_space
1177,wood
1178,fine_concrete
1179,hard_tiles_large_space
1180,wood
1181,fine_concrete
1182,wood
1183,wood
1184,concrete
1185,hard_tiles_large_space
1186,tiled
1187,concrete
1188,tiled
1189,soft_tiles
1190,tiled
1191,soft_tiles
1192,tiled
1193,soft_pvc
1194,concrete
1195,soft_pvc
1196,wood
1197,concrete
1198,wood
1199,soft_pvc
1200,tiled
1201,hard_tiles_large_space
1202,carpet
1203,concrete
1204,fine_concrete
1205,soft_tiles
1206,soft_pvc
1207,soft_tiles
1208,fine_concrete
1209,fine_concrete
1210,concrete
1211,tiled
1212,wood
1213,fine_concrete
1214,hard_tiles_large_space
1215,fine_concrete
1216,hard_tiles_large_space
1217,carpet
1218,wood
1219,wood
1220,concrete
1221,concrete
1222,wood
1223,wood
1224,soft_tiles
1225,wood
1226,carpet
1227,soft_pvc
1228,wood
1229,wood
1230,wood
1231,hard_tiles_large_space
1232,tiled
1233,wood
1234,hard_tiles_large_space
1235,wood
1236,tiled
1237,hard_tiles_large_space
1238,wood
1239,concrete
1240,concrete
1241,wood
1242,concrete
1243,carpet
1244,tiled
1245,tiled
1246,wood
1247,tiled
1248,concrete
1249,concrete
1250,soft_pvc
1251,concrete
1252,concrete
1253,wood
1254,fine_concrete
1255,concrete
1256,soft_pvc
1257,wood
1258,wood
1259,concrete
1260,wood
1261,hard_tiles_large_space
1262,soft_tiles
1263,wood
1264,wood
1265,soft_pvc
1266,hard_tiles_large_space
1267,soft_pvc
1268,soft_pvc
1269,tiled
1270,soft_tiles
1271,hard_tiles_large_space
1272,soft_pvc
1273,carpet
1274,soft_tiles
1275,fine_concrete
1276,wood
1277,concrete
1278,hard_tiles_large_space
1279,wood
1280,concrete
1281,tiled
1282,concrete
1283,fine_concrete
1284,soft_pvc
1285,concrete
1286,tiled
1287,concrete
1288,soft_tiles
1289,soft_pvc
1290,concrete
1291,carpet
1292,wood
1293,concrete
1294,tiled
1295,tiled
1296,wood
1297,tiled
1298,concrete
1299,hard_tiles_large_space
1300,concrete
1301,fine_concrete
1302,fine_concrete
1303,soft_pvc
1304,concrete
1305,fine_concrete
1306,tiled
1307,fine_concrete
1308,carpet
1309,concrete
1310,concrete
1311,carpet
1312,concrete
1313,hard_tiles_large_space
1314,soft_pvc
1315,soft_tiles
1316,carpet
1317,concrete
1318,soft_pvc
1319,wood
1320,tiled
1321,carpet
1322,carpet
1323,concrete
1324,soft_pvc
1325,fine_concrete
1326,concrete
1327,soft_pvc
1328,soft_pvc
1329,concrete
1330,tiled
1331,soft_tiles
1332,carpet
1333,concrete
1334,concrete
1335,hard_tiles_large_space
1336,wood
1337,carpet
1338,soft_pvc
1339,soft_pvc
1340,concrete
1341,soft_pvc
1342,wood
1343,soft_tiles
1344,soft_pvc
1345,carpet
1346,soft_pvc
1347,soft_pvc
1348,tiled
1349,hard_tiles_large_space
1350,hard_tiles_large_space
1351,concrete
1352,soft_tiles
1353,fine_concrete
1354,soft_tiles
1355,wood
1356,soft_tiles
1357,soft_pvc
1358,concrete
1359,carpet
1360,soft_pvc
1361,hard_tiles_large_space
1362,hard_tiles_large_space
1363,soft_pvc
1364,concrete
1365,tiled
1366,soft_pvc
1367,soft_tiles
1368,tiled
1369,fine_concrete
1370,soft_pvc
1371,tiled
1372,wood
1373,soft_tiles
1374,soft_tiles
1375,hard_tiles_large_space
1376,concrete
1377,hard_tiles_large_space
1378,hard_tiles_large_space
1379,tiled
1380,concrete
1381,tiled
1382,fine_concrete
1383,hard_tiles_large_space
1384,concrete
1385,wood
1386,hard_tiles_large_space
1387,fine_concrete
1388,fine_concrete
1389,carpet
1390,fine_concrete
1391,carpet
1392,fine_concrete
1393,fine_concrete
1394,concrete
1395,concrete
1396,concrete
1397,concrete
1398,soft_pvc
1399,wood
1400,concrete
1401,concrete
1402,soft_tiles
1403,soft_tiles
1404,wood
1405,hard_tiles_large_space
1406,hard_tiles_large_space
1407,concrete
1408,tiled
1409,soft_pvc
1410,concrete
1411,soft_pvc
1412,wood
1413,soft_pvc
1414,soft_pvc
1415,concrete
1416,fine_concrete
1417,soft_tiles
1418,soft_pvc
1419,tiled
1420,soft_pvc
1421,wood
1422,tiled
1423,soft_pvc
1424,concrete
1425,soft_tiles
1426,soft_tiles
1427,hard_tiles_large_space
1428,concrete
1429,soft_tiles
1430,carpet
1431,concrete
1432,concrete
1433,soft_tiles
1434,soft_pvc
1435,soft_tiles
1436,tiled
1437,hard_tiles_large_space
1438,wood
1439,soft_pvc
1440,soft_tiles
1441,soft_pvc
1442,soft_pvc
1443,tiled
1444,soft_pvc
1445,wood
1446,carpet
1447,concrete
1448,concrete
1449,soft_pvc
1450,concrete
1451,wood
1452,wood
1453,concrete
1454,wood
1455,carpet
1456,soft_pvc
1457,tiled
1458,concrete
1459,concrete
1460,soft_tiles
1461,soft_pvc
1462,wood
1463,soft_tiles
1464,hard_tiles_large_space
1465,tiled
1466,fine_concrete
1467,carpet
1468,soft_tiles
1469,soft_tiles
1470,wood
1471,concrete
1472,soft_pvc
1473,concrete
1474,hard_tiles_large_space
1475,fine_concrete
1476,wood
1477,wood
1478,concrete
1479,concrete
1480,fine_concrete
1481,concrete
1482,concrete
1483,soft_pvc
1484,soft_tiles
1485,soft_pvc
1486,carpet
1487,tiled
1488,tiled
1489,carpet
1490,wood
1491,wood
1492,concrete
1493,wood
1494,wood
1495,wood
1496,fine_concrete
1497,tiled
1498,tiled
1499,hard_tiles_large_space
1500,soft_pvc
1501,tiled
1502,soft_pvc
1503,tiled
1504,concrete
1505,wood
1506,soft_pvc
1507,concrete
1508,wood
1509,wood
1510,carpet
1511,tiled
1512,hard_tiles_large_space
1513,wood
1514,wood
1515,soft_pvc
1516,hard_tiles_large_space
1517,hard_tiles_large_space
1518,fine_concrete
1519,wood
1520,concrete
1521,wood
1522,soft_tiles
1523,soft_tiles
1524,concrete
1525,wood
1526,tiled
1527,hard_tiles_large_space
1528,wood
1529,soft_pvc
1530,soft_pvc
1531,wood
1532,hard_tiles_large_space
1533,tiled
1534,concrete
1535,concrete
1536,hard_tiles_large_space
1537,soft_pvc
1538,carpet
1539,concrete
1540,tiled
1541,tiled
1542,concrete
1543,wood
1544,soft_tiles
1545,soft_tiles
1546,tiled
1547,wood
1548,soft_tiles
1549,tiled
1550,carpet
1551,wood
1552,soft_tiles
1553,concrete
1554,tiled
1555,wood
1556,carpet
1557,fine_concrete
1558,concrete
1559,soft_pvc
1560,wood
1561,carpet
1562,tiled
1563,tiled
1564,wood
1565,concrete
1566,wood
1567,hard_tiles_large_space
1568,hard_tiles_large_space
1569,fine_concrete
1570,concrete
1571,concrete
1572,soft_pvc
1573,fine_concrete
1574,fine_concrete
1575,concrete
1576,soft_tiles
1577,hard_tiles_large_space
1578,tiled
1579,carpet
1580,carpet
1581,soft_pvc
1582,tiled
1583,hard_tiles_large_space
1584,concrete
1585,concrete
1586,concrete
1587,carpet
1588,hard_tiles_large_space
1589,concrete
1590,wood
1591,carpet
1592,wood
1593,fine_concrete
1594,soft_tiles
1595,concrete
1596,tiled
1597,soft_pvc
1598,wood
1599,hard_tiles_large_space
1600,wood
1601,concrete
1602,soft_tiles
1603,soft_tiles
1604,soft_tiles
1605,soft_pvc
1606,tiled
1607,concrete
1608,hard_tiles_large_space
1609,carpet
1610,concrete
1611,soft_pvc
1612,tiled
1613,wood
1614,soft_tiles
1615,concrete
1616,wood
1617,fine_concrete
1618,soft_pvc
1619,wood
1620,soft_pvc
1621,hard_tiles_large_space
1622,tiled
1623,soft_tiles
1624,concrete
1625,wood
1626,soft_tiles
1627,carpet
1628,hard_tiles_large_space
1629,carpet
1630,hard_tiles_large_space
1631,concrete
1632,fine_concrete
1633,soft_pvc
1634,concrete
1635,wood
1636,wood
1637,soft_pvc
1638,hard_tiles_large_space
1639,soft_pvc
1640,fine_concrete
1641,soft_tiles
1642,fine_concrete
1643,wood
1644,hard_tiles_large_space
1645,soft_pvc
1646,soft_tiles
1647,concrete
1648,soft_tiles
1649,fine_concrete
1650,soft_pvc
1651,hard_tiles_large_space
1652,hard_tiles_large_space
1653,soft_pvc
1654,soft_pvc
1655,wood
1656,soft_pvc
1657,wood
1658,soft_pvc
1659,wood
1660,soft_pvc
1661,soft_pvc
1662,concrete
1663,concrete
1664,fine_concrete
1665,soft_pvc
1666,carpet
1667,concrete
1668,hard_tiles_large_space
1669,hard_tiles_large_space
1670,hard_tiles_large_space
1671,wood
1672,hard_tiles_large_space
1673,soft_pvc
1674,soft_tiles
1675,soft_pvc
1676,carpet
1677,soft_tiles
1678,soft_tiles
1679,concrete
1680,concrete
1681,fine_concrete
1682,concrete
1683,wood
1684,wood
1685,tiled
1686,concrete
1687,concrete
1688,hard_tiles_large_space
1689,concrete
1690,hard_tiles_large_space
1691,soft_tiles
1692,soft_pvc
1693,tiled
1694,wood
1695,soft_pvc
1696,tiled
1697,concrete
1698,hard_tiles_large_space
1699,fine_concrete
1700,concrete
1701,carpet
1702,soft_pvc
1703,tiled
1704,soft_tiles
1705,concrete
1706,wood
1707,tiled
1708,soft_pvc
1709,hard_tiles_large_space
1710,concrete
1711,wood
1712,carpet
1713,hard_tiles_large_space
1714,hard_tiles_large_space
1715,tiled
1716,soft_pvc
1717,wood
1718,soft_pvc
1719,wood
1720,fine_concrete
1721,hard_tiles_large_space
1722,fine_concrete
1723,hard_tiles_large_space
1724,hard_tiles_large_space
1725,soft_tiles
1726,tiled
1727,tiled
1728,soft_tiles
1729,carpet
1730,tiled
1731,soft_pvc
1732,tiled
1733,hard_tiles_large_space
1734,fine_concrete
1735,tiled
1736,concrete
1737,soft_pvc
1738,concrete
1739,concrete
1740,wood
1741,concrete
1742,concrete
1743,hard_tiles
1744,concrete
1745,fine_concrete
1746,wood
1747,soft_tiles
1748,hard_tiles_large_space
1749,wood
1750,soft_pvc
1751,fine_concrete
1752,hard_tiles_large_space
1753,hard_tiles_large_space
1754,carpet
1755,concrete
1756,concrete
1757,soft_pvc
1758,tiled
