series_id,surface
721,wood
722,wood
723,fine_concrete
724,hard_tiles
725,concrete
726,concrete
727,wood
728,fine_concrete
729,concrete
730,hard_tiles_large_space
731,hard_tiles_large_space
732,hard_tiles_large_space
733,concrete
734,tiled
735,concrete
736,hard_tiles
737,hard_tiles_large_space
738,wood
739,fine_concrete
740,fine_concrete
741,soft_pvc
742,concrete
743,wood
744,fine_concrete
745,soft_tiles
746,tiled
747,concrete
748,wood
749,soft_pvc
750,hard_tiles
751,soft_pvc
752,fine_concrete
753,fine_concrete
754,soft_pvc
755,hard_tiles_large_space
756,fine_concrete
757,soft_tiles
758,wood
759,fine_concrete
760,soft_tiles
761,soft_tiles
762,hard_tiles_large_space
763,hard_tiles
764,soft_pvc
765,fine_concrete
766,wood
767,fine_concrete
768,fine_concrete
769,fine_concrete
770,fine_concrete
771,tiled
772,tiled
773,wood
774,tiled
775,fine_concrete
776,concrete
777,soft_tiles
778,tiled
779,soft_tiles
780,fine_concrete
781,tiled
782,wood
783,soft_tiles
784,fine_concrete
785,concrete
786,fine_concrete
787,fine_concrete
788,fine_concrete
789,hard_tiles
790,wood
791,wood
792,wood
793,hard_tiles_large_space
794,hard_tiles_large_space
795,wood
796,wood
797,fine_concrete
798,wood
799,fine_concrete
800,hard_tiles
801,concrete
802,fine_concrete
803,fine_concrete
804,hard_tiles_large_space
805,soft_tiles
806,soft_tiles
807,hard_tiles_large_space
808,tiled
809,fine_concrete
810,fine_concrete
811,hard_tiles_large_space
812,soft_tiles
813,hard_tiles_large_space
814,soft_tiles
815,fine_concrete
816,soft_tiles
817,soft_pvc
818,wood
819,fine_concrete
820,wood
821,concrete
822,hard_tiles_large_space
823,fine_concrete
824,fine_concrete
825,soft_pvc
826,wood
827,hard_tiles_large_space
828,hard_tiles
829,tiled
830,soft_pvc
831,concrete
832,hard_tiles_large_space
833,wood
834,wood
835,fine_concrete
836,soft_pvc
837,fine_concrete
838,soft_tiles
839,tiled
840,fine_concrete
841,fine_concrete
842,hard_tiles_large_space
843,tiled
844,soft_tiles
845,tiled
846,concrete
847,concrete
848,concrete
849,hard_tiles
850,fine_concrete
851,fine_concrete
852,tiled
853,tiled
854,concrete
855,hard_tiles_large_space
856,tiled
857,wood
858,carpet
859,fine_concrete
860,wood
861,soft_pvc
862,soft_pvc
863,hard_tiles_large_space
864,tiled
865,fine_concrete
866,hard_tiles_large_space
867,soft_pvc
868,fine_concrete
869,tiled
870,soft_tiles
871,soft_tiles
872,concrete
873,tiled
874,fine_concrete
875,hard_tiles_large_space
876,hard_tiles_large_space
877,soft_pvc
878,tiled
879,soft_pvc
880,soft_pvc
881,wood
882,soft_tiles
883,soft_tiles
884,soft_pvc
885,hard_tiles_large_space
886,tiled
887,concrete
888,soft_pvc
889,fine_concrete
890,concrete
891,fine_concrete
892,fine_concrete
893,fine_concrete
894,hard_tiles_large_space
895,fine_concrete
896,wood
897,hard_tiles_large_space
898,hard_tiles_large_space
899,soft_pvc
900,hard_tiles_large_space
901,fine_concrete
902,soft_tiles
903,fine_concrete
904,hard_tiles_large_space
905,hard_tiles_large_space
906,soft_pvc
907,soft_pvc
908,wood
909,fine_concrete
910,fine_concrete
911,hard_tiles_large_space
912,carpet
913,hard_tiles_large_space
914,fine_concrete
915,hard_tiles
916,wood
917,fine_concrete
918,concrete
919,hard_tiles
920,fine_concrete
921,soft_tiles
922,fine_concrete
923,fine_concrete
924,soft_pvc
925,hard_tiles_large_space
926,hard_tiles_large_space
927,hard_tiles_large_space
928,wood
929,hard_tiles_large_space
930,soft_tiles
931,fine_concrete
932,hard_tiles_large_space
933,hard_tiles_large_space
934,wood
935,tiled
936,fine_concrete
937,hard_tiles
938,soft_tiles
939,wood
940,tiled
941,tiled
942,hard_tiles_large_space
943,wood
944,hard_tiles_large_space
945,hard_tiles
946,wood
947,soft_tiles
948,tiled
949,fine_concrete
950,fine_concrete
951,soft_pvc
952,concrete
953,fine_concrete
954,tiled
955,hard_tiles_large_space
956,wood
957,fine_concrete
958,soft_pvc
959,fine_concrete
960,soft_tiles
961,fine_concrete
962,hard_tiles_large_space
963,tiled
964,concrete
965,soft_pvc
966,hard_tiles_large_space
967,hard_tiles
968,tiled
969,soft_tiles
970,fine_concrete
971,fine_concrete
972,soft_tiles
973,fine_concrete
974,carpet
975,fine_concrete
976,hard_tiles_large_space
977,fine_concrete
978,hard_tiles_large_space
979,hard_tiles_large_space
980,fine_concrete
981,wood
982,wood
983,hard_tiles
984,hard_tiles_large_space
985,wood
986,wood
987,wood
988,hard_tiles_large_space
989,soft_tiles
990,hard_tiles_large_space
991,soft_pvc
992,fine_concrete
993,concrete
994,concrete
995,wood
996,fine_concrete
997,soft_pvc
998,tiled
999,wood
1000,soft_tiles
1001,fine_concrete
1002,fine_concrete
1003,hard_tiles_large_space
1004,soft_pvc
1005,fine_concrete
1006,fine_concrete
1007,hard_tiles_large_space
1008,hard_tiles_large_space
1009,hard_tiles_large_space
1010,tiled
1011,hard_tiles_large_space
1012,hard_tiles
1013,soft_pvc
1014,fine_concrete
1015,hard_tiles_large_space
1016,hard_tiles_large_space
1017,tiled
1018,soft_pvc
1019,hard_tiles
1020,wood
1021,hard_tiles_large_space
1022,hard_tiles_large_space
1023,hard_tiles_large_space
1024,soft_tiles
1025,fine_concrete
1026,fine_concrete
1027,soft_tiles
1028,fine_concrete
1029,carpet
1030,tiled
1031,hard_tiles_large_space
1032,hard_tiles_large_space
1033,fine_concrete
1034,fine_concrete
1035,soft_tiles
1036,soft_pvc
1037,soft_tiles
1038,fine_concrete
1039,fine_concrete
1040,fine_concrete
1041,hard_tiles
1042,hard_tiles_large_space
1043,soft_tiles
1044,wood
1045,concrete
1046,fine_concrete
1047,soft_tiles
1048,hard_tiles_large_space
1049,soft_pvc
1050,hard_tiles_large_space
1051,fine_concrete
1052,wood
1053,fine_concrete
1054,fine_concrete
1055,hard_tiles
1056,fine_concrete
1057,fine_concrete
1058,wood
1059,hard_tiles_large_space
1060,hard_tiles
1061,fine_concrete
1062,hard_tiles_large_space
1063,hard_tiles
1064,hard_tiles_large_space
1065,soft_tiles
1066,hard_tiles_large_space
1067,concrete
1068,hard_tiles_large_space
1069,hard_tiles
1070,hard_tiles_large_space
1071,hard_tiles_large_space
1072,carpet
1073,hard_tiles_large_space
1074,hard_tiles
1075,hard_tiles_large_space
1076,wood
1077,wood
1078,soft_tiles
1079,soft_pvc
1080,soft_pvc
1081,hard_tiles_large_space
1082,wood
1083,fine_concrete
1084,fine_concrete
1085,hard_tiles_large_space
1086,hard_tiles_large_space
1087,fine_concrete
1088,wood
1089,soft_pvc
1090,fine_concrete
1091,wood
1092,concrete
1093,concrete
1094,wood
1095,fine_concrete
1096,wood
1097,hard_tiles_large_space
1098,concrete
1099,tiled
1100,wood
1101,soft_pvc
1102,hard_tiles
1103,wood
1104,concrete
1105,hard_tiles_large_space
1106,hard_tiles_large_space
1107,fine_concrete
1108,fine_concrete
1109,tiled
1110,soft_pvc
1111,carpet
1112,wood
1113,concrete
1114,soft_pvc
1115,fine_concrete
1116,soft_pvc
1117,fine_concrete
1118,fine_concrete
1119,hard_tiles_large_space
1120,tiled
1121,fine_concrete
1122,soft_pvc
1123,soft_tiles
1124,tiled
1125,hard_tiles
1126,concrete
1127,fine_concrete
1128,fine_concrete
1129,fine_concrete
1130,wood
1131,wood
1132,concrete
1133,fine_concrete
1134,fine_concrete
1135,fine_concrete
1136,concrete
1137,wood
1138,soft_tiles
1139,hard_tiles_large_space
1140,soft_pvc
1141,hard_tiles_large_space
1142,concrete
1143,wood
1144,fine_concrete
1145,tiled
1146,fine_concrete
1147,soft_tiles
1148,fine_concrete
1149,soft_tiles
1150,fine_concrete
1151,fine_concrete
1152,soft_tiles
1153,carpet
1154,fine_concrete
1155,hard_tiles_large_space
1156,fine_concrete
1157,tiled
1158,fine_concrete
1159,soft_pvc
1160,tiled
1161,hard_tiles_large_space
1162,fine_concrete
1163,tiled
1164,fine_concrete
1165,concrete
1166,fine_concrete
1167,wood
1168,wood
1169,fine_concrete
1170,hard_tiles_large_space
1171,wood
1172,tiled
1173,fine_concrete
1174,soft_pvc
1175,wood
1176,hard_tiles_large_space
1177,hard_tiles
1178,wood
1179,tiled
1180,concrete
1181,soft_tiles
1182,soft_pvc
1183,carpet
1184,hard_tiles_large_space
1185,hard_tiles_large_space
1186,concrete
1187,hard_tiles_large_space
1188,hard_tiles_large_space
1189,hard_tiles
1190,hard_tiles_large_space
1191,soft_pvc
1192,tiled
1193,soft_tiles
1194,hard_tiles
1195,soft_tiles
1196,wood
1197,fine_concrete
1198,wood
1199,fine_concrete
1200,tiled
1201,hard_tiles_large_space
1202,fine_concrete
1203,tiled
1204,fine_concrete
1205,soft_tiles
1206,fine_concrete
1207,soft_pvc
1208,hard_tiles_large_space
1209,fine_concrete
1210,hard_tiles_large_space
1211,tiled
1212,soft_tiles
1213,soft_pvc
1214,hard_tiles_large_space
1215,wood
1216,fine_concrete
1217,fine_concrete
1218,soft_pvc
1219,soft_tiles
1220,fine_concrete
1221,wood
1222,soft_pvc
1223,soft_tiles
1224,hard_tiles
1225,soft_tiles
1226,wood
1227,soft_tiles
1228,wood
1229,wood
1230,wood
1231,hard_tiles_large_space
1232,fine_concrete
1233,fine_concrete
1234,hard_tiles_large_space
1235,wood
1236,fine_concrete
1237,hard_tiles_large_space
1238,hard_tiles_large_space
1239,concrete
1240,concrete
1241,wood
1242,tiled
1243,hard_tiles_large_space
1244,fine_concrete
1245,hard_tiles_large_space
1246,hard_tiles
1247,tiled
1248,hard_tiles_large_space
1249,fine_concrete
1250,soft_pvc
1251,tiled
1252,tiled
1253,soft_pvc
1254,fine_concrete
1255,hard_tiles_large_space
1256,fine_concrete
1257,wood
1258,soft_pvc
1259,tiled
1260,wood
1261,fine_concrete
1262,soft_tiles
1263,soft_pvc
1264,hard_tiles_large_space
1265,soft_pvc
1266,hard_tiles_large_space
1267,fine_concrete
1268,fine_concrete
1269,concrete
1270,soft_tiles
1271,concrete
1272,soft_pvc
1273,wood
1274,soft_tiles
1275,soft_pvc
1276,wood
1277,fine_concrete
1278,hard_tiles_large_space
1279,soft_tiles
1280,concrete
1281,hard_tiles_large_space
1282,hard_tiles_large_space
1283,fine_concrete
1284,fine_concrete
1285,fine_concrete
1286,tiled
1287,hard_tiles_large_space
1288,soft_tiles
1289,wood
1290,fine_concrete
1291,wood
1292,carpet
1293,hard_tiles_large_space
1294,hard_tiles_large_space
1295,hard_tiles_large_space
1296,wood
1297,concrete
1298,hard_tiles_large_space
1299,soft_pvc
1300,wood
1301,concrete
1302,fine_concrete
1303,soft_tiles
1304,hard_tiles_large_space
1305,soft_pvc
1306,hard_tiles_large_space
1307,hard_tiles_large_space
1308,fine_concrete
1309,fine_concrete
1310,fine_concrete
1311,fine_concrete
1312,tiled
1313,concrete
1314,tiled
1315,hard_tiles
1316,tiled
1317,fine_concrete
1318,wood
1319,concrete
1320,tiled
1321,soft_pvc
1322,tiled
1323,soft_pvc
1324,fine_concrete
1325,concrete
1326,hard_tiles_large_space
1327,tiled
1328,fine_concrete
1329,hard_tiles_large_space
1330,hard_tiles_large_space
1331,soft_pvc
1332,tiled
1333,soft_tiles
1334,hard_tiles_large_space
1335,concrete
1336,hard_tiles
1337,soft_pvc
1338,soft_tiles
1339,fine_concrete
1340,fine_concrete
1341,soft_tiles
1342,wood
1343,soft_pvc
1344,fine_concrete
1345,soft_pvc
1346,fine_concrete
1347,fine_concrete
1348,concrete
1349,fine_concrete
1350,hard_tiles_large_space
1351,concrete
1352,fine_concrete
1353,soft_pvc
1354,hard_tiles
1355,tiled
1356,carpet
1357,tiled
1358,soft_tiles
1359,wood
1360,soft_tiles
1361,hard_tiles_large_space
1362,hard_tiles_large_space
1363,fine_concrete
1364,hard_tiles_large_space
1365,hard_tiles_large_space
1366,hard_tiles
1367,hard_tiles
1368,concrete
1369,fine_concrete
1370,fine_concrete
1371,hard_tiles_large_space
1372,wood
1373,soft_tiles
1374,hard_tiles
1375,concrete
1376,concrete
1377,concrete
1378,wood
1379,soft_tiles
1380,hard_tiles_large_space
1381,hard_tiles_large_space
1382,soft_pvc
1383,hard_tiles_large_space
1384,tiled
1385,wood
1386,tiled
1387,fine_concrete
1388,wood
1389,hard_tiles_large_space
1390,fine_concrete
1391,hard_tiles_large_space
1392,soft_pvc
1393,fine_concrete
1394,tiled
1395,fine_concrete
1396,tiled
1397,concrete
1398,soft_tiles
1399,soft_pvc
1400,wood
1401,fine_concrete
1402,soft_tiles
1403,hard_tiles
1404,hard_tiles
1405,hard_tiles_large_space
1406,fine_concrete
1407,hard_tiles
1408,hard_tiles_large_space
1409,soft_pvc
1410,hard_tiles_large_space
1411,soft_tiles
1412,hard_tiles_large_space
1413,hard_tiles
1414,soft_pvc
1415,hard_tiles
1416,soft_pvc
1417,soft_tiles
1418,wood
1419,tiled
1420,soft_tiles
1421,wood
1422,hard_tiles_large_space
1423,soft_tiles
1424,hard_tiles_large_space
1425,soft_tiles
1426,soft_pvc
1427,fine_concrete
1428,soft_tiles
1429,soft_tiles
1430,wood
1431,concrete
1432,hard_tiles_large_space
1433,hard_tiles
1434,tiled
1435,soft_tiles
1436,tiled
1437,concrete
1438,wood
1439,soft_pvc
1440,hard_tiles
1441,fine_concrete
1442,fine_concrete
1443,hard_tiles_large_space
1444,fine_concrete
1445,wood
1446,concrete
1447,hard_tiles_large_space
1448,hard_tiles_large_space
1449,fine_concrete
1450,fine_concrete
1451,wood
1452,soft_pvc
1453,tiled
1454,wood
1455,hard_tiles
1456,fine_concrete
1457,fine_concrete
1458,concrete
1459,fine_concrete
1460,soft_pvc
1461,soft_pvc
1462,hard_tiles_large_space
1463,soft_tiles
1464,fine_concrete
1465,concrete
1466,fine_concrete
1467,wood
1468,soft_pvc
1469,hard_tiles
1470,wood
1471,concrete
1472,soft_pvc
1473,tiled
1474,tiled
1475,hard_tiles_large_space
1476,fine_concrete
1477,soft_pvc
1478,fine_concrete
1479,concrete
1480,hard_tiles_large_space
1481,tiled
1482,tiled
1483,soft_tiles
1484,soft_pvc
1485,fine_concrete
1486,carpet
1487,hard_tiles_large_space
1488,hard_tiles_large_space
1489,wood
1490,wood
1491,wood
1492,soft_pvc
1493,soft_pvc
1494,hard_tiles_large_space
1495,soft_tiles
1496,wood
1497,hard_tiles_large_space
1498,fine_concrete
1499,tiled
1500,fine_concrete
1501,concrete
1502,fine_concrete
1503,hard_tiles_large_space
1504,hard_tiles_large_space
1505,wood
1506,fine_concrete
1507,fine_concrete
1508,wood
1509,hard_tiles
1510,wood
1511,hard_tiles_large_space
1512,fine_concrete
1513,wood
1514,hard_tiles_large_space
1515,soft_tiles
1516,carpet
1517,hard_tiles
1518,tiled
1519,soft_pvc
1520,hard_tiles
1521,wood
1522,soft_tiles
1523,soft_pvc
1524,hard_tiles_large_space
1525,hard_tiles_large_space
1526,hard_tiles_large_space
1527,fine_concrete
1528,wood
1529,fine_concrete
1530,soft_pvc
1531,soft_pvc
1532,hard_tiles_large_space
1533,soft_pvc
1534,concrete
1535,soft_tiles
1536,hard_tiles_large_space
1537,wood
1538,hard_tiles_large_space
1539,hard_tiles_large_space
1540,hard_tiles_large_space
1541,fine_concrete
1542,hard_tiles_large_space
